run,epsilon,mean_QFT2,cov_QFT2,mean_VB,cov_VB,mean_EP,cov_EP,mean_Laplace,cov_Laplace,mean_OracleSampling,cov_OracleSampling
8,0.16,0.0005503844618801063,0.0017035318978326451,0.0004931564803363841,0.46113709095778255,0.2266647813729336,0.3405824472773536,0.009424887058793109,0.011948728107308088,0.02633764480339915,0.18507590525168258
8,0.25,0.0019352383829145158,0.005396313443213186,0.0006584283226835463,0.4611956236746506,0.2981995231180691,0.44002412705153104,0.013314637605754822,0.016847696120068693,0.02311417291639958,0.1889760681206387
8,0.36,0.005289792352254818,0.013140914807045588,0.0008054533916935731,0.4612596972835396,0.3604659382570747,0.5229316053153105,0.017142790015985683,0.021650279061764203,0.026941517376958,0.18471326650932743
9,0.01,1.5751850280327881e-07,5.879057966276998e-07,4.1161648936297854e-05,0.4610175478638199,0.024301471602163175,0.03258051925303838,0.0007325169543323294,0.0009035009667971434,0.017187279972093215,0.18616849154499626
9,0.02,1.2453887494719171e-06,4.581752792744651e-06,7.8250820062072e-05,0.46102198065532957,0.046890045775272546,0.06290118209721093,0.0014449102531169094,0.0017814701799232257,0.02136334159863636,0.1847189017022596
9,0.04,9.736310624942539e-06,3.482267742352732e-05,0.00015004545899899657,0.46103334166520415,0.08763086505552571,0.11765358407117515,0.002812432206635996,0.003464872470781191,0.02022092280219626,0.1828113779899194
9,0.07,5.0472972574790554e-05,0.00017326369038795747,0.00024591020906261537,0.46104964085963007,0.13970594020871546,0.1876955822405018,0.0047311911094377245,0.005822498272697894,0.01908485740548038,0.1861066514785837
9,0.1,0.0001425381918320528,0.00047032654386180495,0.0003316752882387889,0.46106997487973794,0.18337739044125248,0.24640230169177987,0.006506110637183991,0.007998879756410381,0.025528820711573023,0.18476986064005665
9,0.16,0.0005499137114504305,0.0016832208725057415,0.0004743924814363022,0.46110411874954316,0.2527400477473354,0.33934243139795506,0.00968211833527158,0.011882479516954366,0.0199266555282913,0.18860521613818043
9,0.25,0.0019336614470563678,0.005334453126239794,0.0006389405011901879,0.46115619063594787,0.32760114131353985,0.43870266635626654,0.013681890986261196,0.016753770001292394,0.02236876924615462,0.18176477434516417
9,0.36,0.005285697269414497,0.012995699960388202,0.000782163587086589,0.4612154859197974,0.39114573629365096,0.5215907729132649,0.017620214650295323,0.021528954164717357,0.021743307520133193,0.18958621587120647
